Campaign,Ad Group,Ad type,Labels,Headline 1,Headline 2,Headline 3,Description Line 1,Description Line 2,Path 1,Path 2,Final URL,Final mobile URL,Tracking template,Final URL suffix,Custom parameters,Campaign Status,Ad Group Status,Status,Approval Status,Comment,Impressions,CTR,Avg CPC,Conversions,Cost per conv,Conv rate,Conv value per cost,Avg Pos
Conquest (Model),Lamborghini,Expanded text ad,Branding,Aston Martin Rapide,View Rapide Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40rapide&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),Lamborghini,Expanded text ad,Branding,Aston Martin DBS Superleggera,Explore DBS Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40dbs%2Bsuperleggera&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),Lamborghini,Expanded text ad,KGL07904;Offer,All New Aston Martin DB11,"Lease For $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Enabled,Approved,,1132,0.00%,0,0,0,0.00%,0,1.7
Conquest (Model),Lamborghini,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease A New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Paused,Approved,,6,0.00%,0,0,0,0.00%,0,1.7
Conquest (Model),Lamborghini,Expanded text ad,KGN01670;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,597 a month from Aston Martin San Diego.",36 Month Lease. Skyfall Silver. Dark Knight and Argento Interior.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Enabled,Approved,,593,3.04%,3.35,0,0,0.00%,0,1.5
Conquest (Model),Lamborghini,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,Lease A 2019 DBS Coupe,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,Here to get you into the Aston Martin of your dreams. Visit our showroom today.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=lamborghini_conquest,,,,,Enabled,Enabled,Enabled,Approved,,990,1.21%,1.79,0,0,0.00%,0,1.9
Conquest (Model),BMW,Expanded text ad,KGN02587;Offer,Aston Martin Vantage,"Lease The New Vantage, $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,94,1.06%,3.97,0,0,0.00%,0,2.8
Conquest (Model),BMW,Expanded text ad,KGN01016;Offer,2019 Vantage Coupe,"Lease for $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,397 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,267,0.75%,2.88,0,0,0.00%,0,2.8
Conquest (Model),BMW,Expanded text ad,Branding,Aston Martin Vantage,The All New Vantage Inventory,Aston Martin San Diego,Visit our Aston Martin San Diego showroom,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),BMW,Expanded text ad,Branding,Aston Martin Vantage,View Vantage Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),BMW,Expanded text ad,Branding,The All New Vantage,Aston Martin Vantage,View San Diego Inventory,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),BMW,Expanded text ad,KGN01670;Offer,2019 Vantage Coupe,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,597 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,104,0.00%,0,0,0,0.00%,0,3.2
Conquest (Model),BMW,Expanded text ad,KGN01016;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",36 Month Lease. Hammerhead Silver. Pure Black Interior.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,197,0.00%,0,0,0,0.00%,0,2.7
Conquest (Model),BMW,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,365,0.27%,5.3,0,0,0.00%,0,2.9
Conquest (Model),BMW,Expanded text ad,KGN01670;Offer,2019 Aston Martin Vantage,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,597 a month from Aston Martin San Diego.",Here to get the Aston Martin of your dreams in your driveway today.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,28,0.00%,0,0,0,0.00%,0,3.2
Conquest (Model),BMW,Expanded text ad,KGN01016;Offer,2019 Aston Martin Vantage,"Lease for $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",Here to get the Aston Martin of your dreams in your driveway today.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,437,0.00%,0,0,0,0.00%,0,2.8
Conquest (Model),BMW,Expanded text ad,KGN02587;Offer,All New Aston Martin Vantage,"Lease A New Vantage for $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,28,0.00%,0,0,0,0.00%,0,2.6
Conquest (Model),BMW,Expanded text ad,KGN01670;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,597 a month from Aston Martin San Diego.",36 Month Lease. Skyfall Silver. Dark Knight and Argento Interior.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=bmw_conquest,,,,,Enabled,Enabled,Enabled,Approved,,39,0.00%,0,0,0,0.00%,0,2.9
Conquest (Model),Mercedes,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,322,0.00%,0,0,0,0.00%,0,1.9
Conquest (Model),Mercedes,Expanded text ad,Branding,Aston Martin Vantage,View Vantage Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),Mercedes,Expanded text ad,Branding,Aston Martin Vantage,The All New Vantage Inventory,Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),Mercedes,Expanded text ad,KGN01016;Offer,2019 Aston Martin Vantage,"Lease for $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",Here to get the Aston Martin of your dreams in your driveway today.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,1475,0.20%,2.54,0,0,0.00%,0,1.6
Conquest (Model),Mercedes,Expanded text ad,KGN01670;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,597 a month from Aston Martin San Diego.",36 Month Lease. Skyfall Silver. Dark Knight and Argento Interior.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,140,0.71%,1.59,0,0,0.00%,0,1.5
Conquest (Model),Mercedes,Expanded text ad,KGN01016;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",36 Month Lease. Hammerhead Silver. Pure Black Interior.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,817,0.00%,0,0,0,0.00%,0,1.7
Conquest (Model),Mercedes,Expanded text ad,KGN01670;Offer,2019 Aston Martin Vantage,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,597 a month from Aston Martin San Diego.",Here to get the Aston Martin of your dreams in your driveway today.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,145,0.69%,2.31,0,0,0.00%,0,1.6
Conquest (Model),Mercedes,Expanded text ad,KGN01670;Offer,2019 Vantage Coupe,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,597 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,260,1.92%,2.37,0,0,0.00%,0,1.9
Conquest (Model),Mercedes,Expanded text ad,Branding,The All New Vantage,Aston Martin Vantage,View San Diego Inventory,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Model),Mercedes,Expanded text ad,KGN02587;Offer,All New Aston Martin Vantage,"Lease A New Vantage for $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,62,1.61%,5.64,0,0,0.00%,0,1.6
Conquest (Model),Mercedes,Expanded text ad,KGN02587;Offer,Aston Martin Vantage,"Lease The New Vantage, $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,171,0.58%,2.17,0,0,0.00%,0,1.7
Conquest (Model),Mercedes,Expanded text ad,KGN01016;Offer,2019 Vantage Coupe,"Lease for $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,397 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=mercedes_conquest,,,,,Enabled,Enabled,Enabled,Approved,,817,0.61%,3.33,0,0,0.00%,0,1.9
General Aston Martin,Aston Martin Brand,Expanded text ad,Branding,Explore Inventory Now,Aston Martin San Diego,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,Visit Aston Martin San Diego today.,,,https://www.astonmartinsandiego.com/?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,78,5.13%,2.49,0,0,0.00%,0,1.2
General Aston Martin,Aston Martin Brand,Expanded text ad,Branding,Aston Martin San Diego,DB11 - Vantage - DBS,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,Visit Aston Martin San Diego today.,,,https://www.astonmartinsandiego.com/?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,1021,3.72%,2.54,1,96.43,2.63%,0.01,1.3
General Aston Martin,Aston Martin Brand,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease A New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Paused,Approved,,10,0.00%,0,0,0,0.00%,0,1
General Aston Martin,Aston Martin Brand,Expanded text ad,KGL07934;Offer,All New Aston Martin DB11,"Lease For $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 Coupe V8 for $1,747 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,79,3.80%,3.09,0,0,0.00%,0,1.4
General Aston Martin,Aston Martin Brand,Expanded text ad,KGL07904;Offer,All New Aston Martin DB11,"Lease For $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,123,3.25%,1.86,0,0,0.00%,0,1.4
General Aston Martin,Aston Martin Brand,Expanded text ad,KGN01016;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",36 Month Lease. Hammerhead Silver. Pure Black Interior.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,270,10.37%,1.94,0,0,0.00%,0,1.2
General Aston Martin,Aston Martin Brand,Expanded text ad,Branding,Aston Martin San Diego,View Inventory Now,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,Visit Aston Martin San Diego today.,,,https://www.astonmartinsandiego.com/?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,3154,8.62%,1.52,1,412.1,0.37%,0,1.2
General Aston Martin,Aston Martin Brand,Expanded text ad,KGF06299;Offer,Aston Martin Rapide,Lease A New Rapide AMR,Aston Martin San Diego,Lease an all new Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,87,2.30%,1.63,0,0,0.00%,0,1.3
General Aston Martin,Aston Martin Brand,Expanded text ad,KGM07817;Offer,All New Aston Martin DB11,"Lease For $1,997",Aston Martin San Diego,"Lease a new Aston Martin DB11 Volante for $1,997 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,130,9.23%,2.48,0,0,0.00%,0,1.3
General Aston Martin,Aston Martin Brand,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,663,6.79%,3.34,0,0,0.00%,0,1.3
General Aston Martin,Aston Martin Brand,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,Lease A 2019 DBS Coupe,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,Here to get you into the Aston Martin of your dreams. Visit our showroom today.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,325,3.69%,2.29,0,0,0.00%,0,1.2
General Aston Martin,Aston Martin Brand,Expanded text ad,KGN01670;Offer,2019 Vantage Coupe,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,597 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand,,,,,Enabled,Enabled,Enabled,Approved,,252,1.59%,2.81,0,0,0.00%,0,1.4
General Aston Martin,Aston Martin Dealership,Expanded text ad,Branding,Explore Inventory Now,Aston Martin San Diego,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/about/opening-hours?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGF06299;Offer,Aston Martin Rapide,Lease A New Rapide AMR,Aston Martin San Diego,Lease an all new Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,Branding,Aston Martin San Diego,View Inventory Now,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/about/opening-hours?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,Branding,Aston Martin San Diego,DB11 - Vantage - DBS,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/about/opening-hours?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGL07934;Offer,All New Aston Martin DB11,"Lease For $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 Coupe V8 for $1,747 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGL07904;Offer,All New Aston Martin DB11,"Lease For $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
