Campaign,Ad Group,Ad type,Labels,Headline 1,Headline 2,Headline 3,Description Line 1,Description Line 2,Path 1,Path 2,Final URL,Final mobile URL,Tracking template,Final URL suffix,Custom parameters,Campaign Status,Ad Group Status,Status,Approval Status,Comment,Impressions,CTR,Avg CPC,Conversions,Cost per conv,Conv rate,Conv value per cost,Avg Pos
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGM07817;Offer,All New Aston Martin DB11,"Lease For $1,997",Aston Martin San Diego,"Lease a new Aston Martin DB11 Volante for $1,997 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease A New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
General Aston Martin,Aston Martin Dealership,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_dealership,,,,,Enabled,Paused,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,Branding,Aston Martin Rapide,The All New Rapide Inventory,Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40rapide&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,Branding,The All New Rapide,Aston Martin Rapide,View San Diego Inventory,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40rapide&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,Branding,Aston Martin Rapide,View Rapide Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40rapide&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,KGF06299;Offer,Aston Martin Rapide AMR,View Photos & Details,Aston Martin San Diego,Lease an all new 2019 Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,KGF06299;Offer,Aston Martin Rapide,Lease A New Rapide AMR,Aston Martin San Diego,Lease an all new Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Rapide,Expanded text ad,KGF06299;Offer,Aston Martin Rapide,Lease The All New Rapide,Aston Martin San Diego,Lease an all new Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=rapide,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,Branding,Aston Martin Vantage,View Vantage Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,Branding,The All New Vantage,Aston Martin Vantage,View San Diego Inventory,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,KGN02587;Offer,Aston Martin Vantage,"Lease The New Vantage, $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,Branding,Aston Martin Vantage,The All New Vantage Inventory,Aston Martin San Diego,Visit our Aston Martin San Diego showroom,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40vantage&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,Vantage,Expanded text ad,KGN02587;Offer,All New Aston Martin Vantage,"Lease A New Vantage for $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=vantage,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07904;Offer,All New Aston Martin DB11,"Lease For $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07934;Offer,All New Aston Martin DB11,"Lease For $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 Coupe V8 for $1,747 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,Branding,Aston Martin DB11,Explore DB11 Inventory,Aston Martin San Diego,Visit Aston Martin San Diego where luxury is a choice,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40db11%2Bvolante%2Cdb11%2Bcoupe%2Cdb11%2Bamr&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07904;Offer,Aston Martin DB11 AMR,"Lease All New DB11 for $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07904;Offer,Aston Martin DB11 AMR,"Lease The All New DB11, $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 for $2,847 a month. Visit Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07934;Offer,Aston Martin DB11 Coupe,"Lease The All New DB11, $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 V8 for $1,747 a month. Visit Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGM07817;Offer,All New Aston Martin DB11,"Lease For $1,997",Aston Martin San Diego,"Lease a new Aston Martin DB11 Volante for $1,997 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGM07817;Offer,Aston Martin DB11,"Lease The All New DB11, $1,997",Aston Martin San Diego,"Lease an all new Aston Martin DB11 V8 for $1,997 a month. Visit Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,Branding,Discover Aston Martin DB11,View Inventory Now,Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,"Visit our state of the art showroom & high-end, comprehensive service department today.",,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40db11%2Bvolante%2Cdb11%2Bcoupe%2Cdb11%2Bamr&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGL07934;Offer,Aston Martin DB11 Coupe,"Lease All New DB11 for $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 V8 for $1,747 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,Branding,Aston Martin DB11,Aston Martin San Diego,View Inventory Now,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40db11%2Bvolante%2Cdb11%2Bcoupe%2Cdb11%2Bamr&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DB11,Expanded text ad,KGM07817;Offer,Aston Martin DB11 Volante,"Lease All New DB11 for $1,997",Aston Martin San Diego,"Lease an all new Aston Martin DB11 V8 for $1,997 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=db11,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,View Lease Special,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,"36 Month Lease. 35,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,Branding,Aston Martin DBS Superleggera,Explore DBS Inventory Now,Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40dbs%2Bsuperleggera&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,View Photos & Details,Aston Martin San Diego,Lease an all new 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease The All New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,Lease A 2019 DBS Coupe,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,Here to help you get into the Aston Martin of your dreams.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,View Photos & Details,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera Coupe from Aston Martin San Diego,36 Month Lease. White Stone Exterior. Blue Haze Interior.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Enabled,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,Branding,Aston Martin DBS Superleggera,View Inventory Now,Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40dbs%2Bsuperleggera&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease A New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
New Aston Martin Models,DBS,Expanded text ad,Branding,Aston Martin DBS Superleggera,Explore DBS Inventory,Aston Martin San Diego,Visit Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory?category=new&vehicle=aston%2Bmartin%40dbs%2Bsuperleggera&utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=dbs,,,,,Paused,Enabled,Paused,Approved,,0,0.00%,0,0,0,0.00%,0,0
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGN02587;Offer,The New Aston Martin Vantage,"Lease For $1,697",Aston Martin San Diego,"Lease an all new Aston Martin Vantage for $1,697 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW7KGN02587?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,69,0.00%,0,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGR00308;Offer;sold,Aston Martin DBS Superleggera,Lease A New DBS,Aston Martin San Diego,Lease an all new Aston Martin DBS Superleggera from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV1KGR00308?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Paused,Approved,,1,0.00%,0,0,0,0.00%,0,2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGL07934;Offer,All New Aston Martin DB11,"Lease For $1,747",Aston Martin San Diego,"Lease an all new Aston Martin DB11 Coupe V8 for $1,747 a month from Aston Martin San Diego",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Coupe-V8-SCFRMFAW1KGL07934?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,15,0.00%,0,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGR00104;Offer,Aston Martin DBS Superleggera,Lease A 2019 DBS Coupe,Aston Martin San Diego,Lease a 2019 Aston Martin DBS Superleggera from Aston Martin San Diego,Here to get you into the Aston Martin of your dreams. Visit our showroom today.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-DBS+Superleggera-SCFRMHAV7KGR00104?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,17,0.00%,0,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGN01016;Offer,Aston Martin Vantage,"Lease A 2019 Coupe For $1,397",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage Coupe for $1,397 a month from Aston Martin San Diego.",36 Month Lease. Hammerhead Silver. Pure Black Interior.,,,https://www.astonmartinsandiego.com/inventory/used-2019-Aston+Martin-Vantage-Coupe-SCFSMGAW3KGN01016?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,60,0.00%,0,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,Branding,Aston Martin San Diego,View Inventory Now,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory/new?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,2158,3.99%,6.93,1,596.4,1.16%,0,1.3
Conquest (Dealership),Aston Martin Brand,Expanded text ad,Branding,Aston Martin San Diego,DB11 - Vantage - DBS,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory/new?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,136,1.47%,2.76,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,Branding,Explore Inventory Now,Aston Martin San Diego,,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,,https://www.astonmartinsandiego.com/inventory/new?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,246,6.50%,6.1,0,0,0.00%,0,1.3
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGN01670;Offer,2019 Vantage Coupe,"Lease for $1,597",Aston Martin San Diego,"Lease a 2019 Aston Martin Vantage for $1,597 a month from Aston Martin San Diego","36 Month Lease. 15,000 Due at Signing. Offer Expires 7/31/19.",,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Vantage-SCFSMGAW0KGN01670?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,62,0.00%,0,0,0,0.00%,0,1.2
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGL07904;Offer,All New Aston Martin DB11,"Lease For $2,847",Aston Martin San Diego,"Lease an all new Aston Martin DB11 AMR for $2,847 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+AMR-AMR-SCFRMFEV1KGL07904?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,12,0.00%,0,0,0,0.00%,0,1.5
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGF06299;Offer,Aston Martin Rapide,Lease A New Rapide AMR,Aston Martin San Diego,Lease an all new Aston Martin Rapide from Aston Martin San Diego,Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-Rapide-AMR-SCFHMDHZ6KGF06299?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,42,2.38%,10.64,0,0,0.00%,0,1.3
Conquest (Dealership),Aston Martin Brand,Expanded text ad,KGM07817;Offer,All New Aston Martin DB11,"Lease For $1,997",Aston Martin San Diego,"Lease a new Aston Martin DB11 Volante for $1,997 a month from Aston Martin San Diego.",Expanding the availability of high-end automobiles & automotive service in Southern CA.,,,https://www.astonmartinsandiego.com/inventory/new-2019-Aston+Martin-DB11+Volante-SCFRMFCW8KGM07817?utm_source=google&utm_medium=cpc&utm_campaign=dealer_world&utm_content=general_brand_conquest,,,,,Enabled,Enabled,Enabled,Approved,,18,0.00%,0,0,0,0.00%,0,1.2